Location,Stage,Score,Rel_Score,Year,Method_name,Midpoint,Midpoint_abb,Unit
ID,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
UA,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VE,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ME,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
HU,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ES,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GN,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IE,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VN,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
JM,Bauxite consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GLO,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GR,Bauxite production,5938625.514176181,4.957741125384832e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IR,Bauxite production,29.113298892019586,2.4304647408401e-11,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GH,Bauxite production,8429400.811591538,7.037114390563985e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
RO,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
MY,Bauxite production,16607635.855503106,1.3864548131498965e-05,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
BA,Bauxite production,3132259.91173832,2.614903691561285e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
RU,Bauxite production,84393932.29193322,7.045456357837074e-05,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SA,Bauxite production,26883316.019516565,2.2442991412494058e-05,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
US,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
BR,Bauxite production,313176512.0771929,0.0002614490625353172,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
TR,Bauxite production,2179257.276738802,1.8193087605694722e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
AU,Bauxite production,432207739.7486576,0.0003608198700097348,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SR,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IN,Bauxite production,218942379.1663653,0.00018277960694635008,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
CN,Bauxite production,609792183.0695221,0.0005090726426048015,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
KZ,Bauxite production,7942150.901513045,6.6303436804443195e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
MX,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ID,Bauxite production,52300472.831405416,4.366198953181514e-05,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VE,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ME,Bauxite production,1800690.4285054987,1.5032699014574872e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
HU,Bauxite production,6.102485604806374,5.094536400349949e-12,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
MZ,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GN,Bauxite production,264050466.652535,0.00022043717937347143,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VN,Bauxite production,25333695.30109696,2.1149321968930396e-05,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
JM,Bauxite production,70445908.75930735,5.88103388801701e-05,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
FJ,Bauxite production,581267.2705470751,4.852591976295362e-07,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
TZ,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SL,Bauxite production,10200558.805152437,8.51572973737611e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SB,Bauxite production,2394106.4406885686,1.998671229768049e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
DO,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GY,Bauxite production,4928670.658100449,4.114600787137157e-06,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
PK,Bauxite production,310573.8237760096,2.592762609675921e-07,2017,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GLO,Aluminium consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GLO,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AR,Primary Aluminium Ingot production,22025.280999563493,6.468152975995068e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GR,Primary Aluminium Ingot production,9663.52513184463,2.8378824697574904e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CM,Primary Aluminium Ingot production,3279.198163706714,9.63000443076186e-06,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IR,Primary Aluminium Ingot production,18582.122927671495,5.457002510765088e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GH,Primary Aluminium Ingot production,1912.865595495585,5.61750258461109e-06,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RO,Primary Aluminium Ingot production,14495.28769776695,4.2568237046362373e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MY,Primary Aluminium Ingot production,33885.047691636035,9.951004578453919e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BH,Primary Aluminium Ingot production,53614.88997660487,0.0001574505724429567,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AZ,Primary Aluminium Ingot production,1912.865595495585,5.61750258461109e-06,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BA,Primary Aluminium Ingot production,4897.788462571043,1.4383310260877509e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RU,Primary Aluminium Ingot production,194986.40068213342,0.0005726155629413777,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NZ,Primary Aluminium Ingot production,18418.163019485994,5.40885248861123e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
EG,Primary Aluminium Ingot production,16395.990818533588,4.815002215380935e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TJ,Primary Aluminium Ingot production,6831.662841055625,2.006250923075379e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
OM,Primary Aluminium Ingot production,13827.285590296613,4.060651868304575e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SA,Primary Aluminium Ingot production,41645.81667907528,0.00012230105627067565,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
US,Primary Aluminium Ingot production,40498.097321777845,0.00011893055471990876,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BR,Primary Aluminium Ingot production,43777.2954854847,0.00012856055915067103,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NL,Primary Aluminium Ingot production,2684.31253662351,7.883006860437478e-06,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ZA,Primary Aluminium Ingot production,39131.76475356678,0.00011491805287375817,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IS,Primary Aluminium Ingot production,46707.038137249096,0.0001371643193716122,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NG,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
FR,Primary Aluminium Ingot production,23031.401564229727,6.76361988625536e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GB,Primary Aluminium Ingot production,2576.9400351585673,7.567686586019973e-06,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
PL,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AE,Primary Aluminium Ingot production,142098.58709395808,0.000417300191999682,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HR,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
QA,Primary Aluminium Ingot production,33885.047691636035,9.951004578453919e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SK,Primary Aluminium Ingot production,10737.25014649404,3.153202744174991e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CH,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
JP,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TR,Primary Aluminium Ingot production,4372.2642182755735,1.2840005907682347e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AU,Primary Aluminium Ingot production,79192.63565351682,0.00023256460700289797,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
DE,Primary Aluminium Ingot production,29527.437902858626,8.671307546481232e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SI,Primary Aluminium Ingot production,4294.900058597613,1.2612810976699956e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SE,Primary Aluminium Ingot production,6603.4088400938335,1.9392196876676193e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SR,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NO,Primary Aluminium Ingot production,66034.0884009384,0.00019392196876676215,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IN,Primary Aluminium Ingot production,178661.64661928694,0.0005246747414026738,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CA,Primary Aluminium Ingot production,167704.14823074272,0.0004924959120779864,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CN,Primary Aluminium Ingot production,1788420.0251829135,0.005252043916463673,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
KZ,Primary Aluminium Ingot production,12296.993113900178,3.6112516615356975e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IT,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MX,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ID,Primary Aluminium Ingot production,13663.32568211125,4.012501846150758e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
UA,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
VE,Primary Aluminium Ingot production,9564.327977477904,2.808751292305539e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ME,Primary Aluminium Ingot production,2176.794872253784,6.3925823381677435e-06,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HU,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ES,Primary Aluminium Ingot production,22011.362800312796,6.464065625558737e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MZ,Primary Aluminium Ingot production,31534.955674312856,9.260854260915976e-05,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GLO,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AR,Primary Aluminium Liquid production,80425.91794925314,0.00023618638079618895,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GR,Primary Aluminium Liquid production,498338.06160362455,0.0014634668299019563,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CM,Primary Aluminium Liquid production,343266.5214405115,0.0010080690331528222,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IR,Primary Aluminium Liquid production,5386018.711858551,0.01581709353018626,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GH,Primary Aluminium Liquid production,200238.8041736314,0.0005880402693391452,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RO,Primary Aluminium Liquid production,747507.0924054391,0.0021952002448529413,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MY,Primary Aluminium Liquid production,9821563.533389112,0.028842935260927856,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BH,Primary Aluminium Liquid production,312761.97249441216,0.0009184864806982086,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AZ,Primary Aluminium Liquid production,554443.1026913208,0.0016282302163427014,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BA,Primary Aluminium Liquid production,263519.59264815086,0.0007738766363316434,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RU,Primary Aluminium Liquid production,10491007.782870278,0.03080888875529199,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NZ,Primary Aluminium Liquid production,9325155.095298402,0.027385135146500657,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
EG,Primary Aluminium Liquid production,1716332.6072025616,0.005040345165764122,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TJ,Primary Aluminium Liquid production,1980153.9381832876,0.0058151079155096454,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
OM,Primary Aluminium Liquid production,80661.34458826504,0.00023687775699964513,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SA,Primary Aluminium Liquid production,242940.4923962677,0.000713442098157008,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
US,Primary Aluminium Liquid production,2670328.948255069,0.007841941328187418,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BR,Primary Aluminium Liquid production,159853.9957254375,0.0004694424094733152,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NL,Primary Aluminium Liquid production,138427.23933433995,0.0004065185638616539,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ZA,Primary Aluminium Liquid production,4096313.822523432,0.01202962379562366,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IS,Primary Aluminium Liquid production,2408633.964417517,0.007073423011192784,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NG,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
FR,Primary Aluminium Liquid production,1187705.7134886396,0.003487929277932999,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GB,Primary Aluminium Liquid production,132890.1497609666,0.0003902578213071885,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
PL,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AE,Primary Aluminium Liquid production,828930.813950498,0.002434316870351932,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HR,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
QA,Primary Aluminium Liquid production,197668.11717281668,0.0005804909460070157,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SK,Primary Aluminium Liquid production,553708.9573373598,0.0016260742554466156,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CH,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
JP,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TR,Primary Aluminium Liquid production,1267298.5204373037,0.003721669065926172,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AU,Primary Aluminium Liquid production,40095399.80144621,0.11774795497709024,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
DE,Primary Aluminium Liquid production,1522699.6326777432,0.004471704202478204,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SI,Primary Aluminium Liquid production,221483.58293494413,0.0006504297021786469,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SE,Primary Aluminium Liquid production,340531.008762477,0.0010000356670996709,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SR,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NO,Primary Aluminium Liquid production,3405310.0876247687,0.010000356670996705,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IN,Primary Aluminium Liquid production,51784985.79136948,0.15207670220640868,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CA,Primary Aluminium Liquid production,421801.9449857247,0.0012387036087276224,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CN,Primary Aluminium Liquid production,93828413.76838432,0.2755454215366875,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
KZ,Primary Aluminium Liquid production,3564277.088729923,0.010467194247917377,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IT,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MX,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ID,Primary Aluminium Liquid production,3960307.8763665752,0.011630215831019291,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
UA,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
VE,Primary Aluminium Liquid production,34924.40605736815,0.00010256232416708005,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ME,Primary Aluminium Liquid production,117119.81895473374,0.00034394517170295265,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HU,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ES,Primary Aluminium Liquid production,1135103.36254159,0.003333452223665569,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MZ,Primary Aluminium Liquid production,3301079.7145195883,0.009694263868819646,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GLO,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CM,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GH,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RO,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MY,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BH,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AZ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RU,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NZ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
EG,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TJ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
OM,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
US,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NL,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ZA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IS,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NG,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
FR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GB,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
PL,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
QA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SK,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CH,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
JP,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AU,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
DE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SI,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NO,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IN,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CN,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
KZ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IT,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MX,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ID,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
UA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
VE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
