Database,Code,Name,Location,Unit,Amount_fu,Method_name,Midpoint,Midpoint_abb,Midpoint_unit,Score,Year
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.006987383833967677,2006
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.01605989841386614,2006
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.2027575418963508,2006
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005643137011603185,2006
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00016548107453721249,2006
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.3308530659622766e-07,2006
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0029723238634575344,2006
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005909900079280064,2006
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.6439567421102854,2006
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0008943414733600465,2006
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.000349639222967771,2006
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.126571110364507e-07,2006
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.006834448993286831,2006
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.01615788220042089,2006
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.2243260584175364,2006
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005708005024164109,2006
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00016856980688873004,2006
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.3266237886968168e-07,2006
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0030286687197255357,2006
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.006039659927210544,2006
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.4963134371613336,2006
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0008842157424528002,2006
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00033031019836558416,2006
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.9784669518464258e-07,2006
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.00631854518577478,2006
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.014371733978199394,2006
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.11036050080009,2006
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004635073043852923,2006
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001339081975755787,2006
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.790630706553993e-07,2006
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.002731370065768718,2006
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005749865310787049,2006
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.261120482608665,2006
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.00044576324556615916,2006
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014474595875377613,2006
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.2539709847336606e-07,2006
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003252702718691731,2006
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007525030305354072,2006
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.260563010612385,2006
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004455710101740042,2006
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014466118488887328,2006
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.254161933135792e-07,2006
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003251422580819622,2006
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007522918517524811,2006
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.5209122798710903,2006
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005707501783918965,2006
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00018934316558933613,2006
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.2980563106876197e-07,2006
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003641338075287089,2006
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007533857330664026,2006
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.2040538898421653,2006
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005645889377312466,2006
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001656305960980211,2006
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.333245510420087e-07,2006
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0029747224413208826,2006
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005913777600845238,2006
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.997806467216689,2006
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0007292217763889007,2006
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.000261066196115971,2006
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.0340242360070098e-07,2006
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.00498087899920461,2006
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.011055006485641767,2006
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.5530374989494404,2006
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005859691065823949,2006
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00019482122921725146,2006
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.3047210054211492e-07,2006
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003689961771389144,2006
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007537862416692773,2006
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.7418029674793924,2006
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0006772761970455678,2006
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0002273043327491091,2006
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.3331064106767323e-07,2006
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003971753550477796,2006
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007541397801680361,2006
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.3690188469159492,2006
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.00049448961014157,2006
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001631406840391016,2006
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.183024377463351e-07,2006
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003494840701587964,2006
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007943131106785097,2006
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.440094816979083,2006
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0008460862671811664,2006
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0003229357835397304,2006
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.036413812645846e-07,2006
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.006276089015175864,2006
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.014660636211546937,2006
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.566975286726361,2006
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0006390527241177854,2006
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00020367740691063963,2006
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7823008798718977e-07,2006
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0037655468217844233,2006
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007887932286982022,2006
ecoinvent 3.4 cutoff to edit,34e313205892439b8eabe15b2ad4e115,market for consumption of alumina,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.7504104855201659,2006
ecoinvent 3.4 cutoff to edit,34e313205892439b8eabe15b2ad4e115,market for consumption of alumina,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0006806375671017679,2006
ecoinvent 3.4 cutoff to edit,34e313205892439b8eabe15b2ad4e115,market for consumption of alumina,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0002286531633597275,2006
ecoinvent 3.4 cutoff to edit,34e313205892439b8eabe15b2ad4e115,market for consumption of alumina,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.3411992504105376e-07,2006
ecoinvent 3.4 cutoff to edit,34e313205892439b8eabe15b2ad4e115,market for consumption of alumina,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003985622402934778,2006
ecoinvent 3.4 cutoff to edit,34e313205892439b8eabe15b2ad4e115,market for consumption of alumina,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007547687427738239,2006
ecoinvent 3.4 cutoff to edit,market for consumption of aluminaGLO,market for consumption of alumina,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.7998120209210087,2006
ecoinvent 3.4 cutoff to edit,market for consumption of aluminaGLO,market for consumption of alumina,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0007128841701288213,2006
ecoinvent 3.4 cutoff to edit,market for consumption of aluminaGLO,market for consumption of alumina,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00024402579574596037,2006
ecoinvent 3.4 cutoff to edit,market for consumption of aluminaGLO,market for consumption of alumina,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7232200039746417e-07,2006
ecoinvent 3.4 cutoff to edit,market for consumption of aluminaGLO,market for consumption of alumina,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004497958706814613,2006
ecoinvent 3.4 cutoff to edit,market for consumption of aluminaGLO,market for consumption of alumina,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.00972708704578301,2006
ecoinvent 3.4 cutoff to edit,3b56002c1408448389ef4fbb9dc49607,market for consumption of alumina,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.549378608680005,2006
ecoinvent 3.4 cutoff to edit,3b56002c1408448389ef4fbb9dc49607,market for consumption of alumina,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005832328197882534,2006
ecoinvent 3.4 cutoff to edit,3b56002c1408448389ef4fbb9dc49607,market for consumption of alumina,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001940592073860457,2006
ecoinvent 3.4 cutoff to edit,3b56002c1408448389ef4fbb9dc49607,market for consumption of alumina,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.2940200427151132e-07,2006
ecoinvent 3.4 cutoff to edit,3b56002c1408448389ef4fbb9dc49607,market for consumption of alumina,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003693078826659597,2006
ecoinvent 3.4 cutoff to edit,3b56002c1408448389ef4fbb9dc49607,market for consumption of alumina,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007578625985230791,2006
ecoinvent 3.4 cutoff to edit,4993ce5cf3254663abc4b83509aee01d,market for consumption of alumina,IS,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.3422967577336726,2006
ecoinvent 3.4 cutoff to edit,4993ce5cf3254663abc4b83509aee01d,market for consumption of alumina,IS,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005320502839502295,2006
ecoinvent 3.4 cutoff to edit,4993ce5cf3254663abc4b83509aee01d,market for consumption of alumina,IS,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001659619539554591,2006
ecoinvent 3.4 cutoff to edit,4993ce5cf3254663abc4b83509aee01d,market for consumption of alumina,IS,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.094672135802147e-07,2006
ecoinvent 3.4 cutoff to edit,4993ce5cf3254663abc4b83509aee01d,market for consumption of alumina,IS,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0032066878529719185,2006
ecoinvent 3.4 cutoff to edit,4993ce5cf3254663abc4b83509aee01d,market for consumption of alumina,IS,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.006619243047747744,2006
ecoinvent 3.4 cutoff to edit,549b2b25ebfd4d549962fd1be864b586,market for consumption of alumina,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.5847335282576456,2006
ecoinvent 3.4 cutoff to edit,549b2b25ebfd4d549962fd1be864b586,market for consumption of alumina,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0008603461498054814,2006
ecoinvent 3.4 cutoff to edit,549b2b25ebfd4d549962fd1be864b586,market for consumption of alumina,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.000339454110239975,2006
ecoinvent 3.4 cutoff to edit,549b2b25ebfd4d549962fd1be864b586,market for consumption of alumina,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.370155800230872e-07,2006
ecoinvent 3.4 cutoff to edit,549b2b25ebfd4d549962fd1be864b586,market for consumption of alumina,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.006600999537372377,2006
ecoinvent 3.4 cutoff to edit,549b2b25ebfd4d549962fd1be864b586,market for consumption of alumina,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.013897037520190197,2006
